File,Line,Content,InstancesCountPerLine
2694-28858-0034,0034,psha you know what i mean i might have had the feelings of a gentleman as well as the best man that ever was born i haven't but i have never done anything so mean as gambling now i have got something else to tell you what is it you do frighten me so when you look like that,1.0
2694-28858-0036,0036,well then his serene highness the heir of the duke of omnium has done me the inexpressible honour of asking me to marry him no you may well say no and to tell the truth exactly he didn't,1.0
2694-28891-0019,0019,and knew that it had not been done she was sure that it could not have been done while the duke was explaining to her the beauty of quints and expatiating on the horrors of twelve pennies and twelve inches and twelve ounces,2.0
2694-28891-0022,0022,could sit as the representative of a borough in another part she was an apt scholar had there been a question of any other young man marrying her he would probably have thought that no other young man could have done better,1.0
2694-28891-0054,0054,and the matter was discussed among the family isabel in talking to them made no scruple of declaring her own feelings and though in speaking to lord silverbridge she had spoken very much as her father had done afterwards,1.0
2694-28891-0073,0073,this block of a fellow without any legs left is supposed to represent sir guy he ran away with half a dozen heiresses they say i wish things were as easily done now nobody should have run away with me,1.0
2694-28891-0080,0080,never i might have done so had i not seen you i should have done so if she had been willing but now i never can never never her hand had dropped from his arm,2.0
27-123349-0042,0042,then instead of applying as he should have done to the states general who sate close to his own door,1.0
2709-158074-0031,0031,where they were received by senators and representatives and addressed with eloquent speeches the envoys replied by asking that their message be carried by friends of the measure to the floor of the senate and house and this was done,1.0
2712-3532-0003,0003,i must not keep you any longer for i am sure you have a great desire to know about paula and anyway i suppose you will have done what i would have done at your age namely read the story first,2.0
2712-3532-0048,0048,and i said to myself that i would honor the memory of my mistress by doing always that which i knew she would have approved of and now sir take this little orphan as you know your good wife would have done,1.0
2712-3536-0033,0033,i'll catch you if you fall don't be a fraidcat just at that moment i would have done anything rather than jump i'm coming down by the ladder no you'll do no such thing now come on don't be a coward,1.0
272-130226-0003,0003,what harm does it do says it makes her shudder i wonder why i have always done it always liked the plunge and the excitement and the coolness i supposed it was what the falls were for they have no other use that i can see,1.0
