File,Line,InstancesCountPerLine,FeatureCountPerLine,Content,SubjectWordToken,PredicateWordToken,WordPattern,SubjectPOS,PredicatePOS,POSPattern,L52,L51,L50,L49,L48,L47,L46,L45,L44,L43,L42,L41,L40,L39,L38,L37,L36,L35,L34,L33,L32,L31,L30,L29,L28,L27,L26,L25,L24,L23,L22,L21,L20,L19,L18,L17,L16,L15,L14,L13,L12,L11,L10,L9,L8,L7,L6,L5,L4,L3,L2,L1,ContentFeature,R1,R2,R3,R4,R5,R6,R7,R8,R9,R10,R11,R12,R13,R14,R15,R16,R17,R18,R19,R20,R21,R22,R23,R24,R25,R26,R27,R28,R29,R30,R31,R32,R33,R34,R35,R36,R37,R38,R39,R40,R41,R42,R43,R44,R45,R46,R47,R48,R49,R50,R51,R52,R53,R54,R55,R56,R57,R58,R59,R60
3691-178118-0028,28,1,1,claire thought of the still hand so still that she had seen under the edge of the upturned car she tried to speak while the woman raved on wrath feeding wrath thank god i ain't really his wife my husband is a fine man mister kloh,I,wife,I_ain't_wife,PronounPersonal,Noun,PronounPersonal_ain't_Noun,,,,,,,,,,,,,,,,,,,claire,thought,of,the,still,hand,so,still,that,she,had,seen,under,the,edge,of,the,upturned,car,she,tried,to,speak,while,the,woman,raved,on,wrath,feeding,wrath,thank,god,i,ain't ,really,his,wife,my,husband,is,a,fine,man,mister,kloh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3691-178118-0031,31,1,1,and i ain't going to wait here any longer for that lying cheating mean talking,I,wait,I_ain't_wait,PronounPersonal,VerbBase,PronounPersonal_ain't_VerbBase,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,and,i,ain't ,going,to,wait,here,any,longer,for,that,lying,cheating,mean,talking,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3738-176680-0046,46,1,1,and whenever he did speak she knew what he was going to say it's all over juny they've beat us on every turn they've got us one by one thar ain't but a few of us left now and when i git up if i ever do,thar,few,thar_ain't_few,PronounNonReferential,Adjective,PronounNonReferential_ain't_Adjective,,,,,,,,,,,,,,,,,,,,,,,and,whenever,he,did,speak,she,knew,what,he,was,going,to,say,it's,all,over,juny,they've,beat,us,on,every,turn,they've,got,us,one,by,one,thar,ain't ,but,a,few,of,us,left,now,and,when,i,git,up,if,i,ever,do,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3738-176682-0022,22,1,1,you might send me word uncle dan ahead so that he can't waylay me i'll do that very thing said the old man seriously i was joking uncle dan but i ain't the matter was out of hale's head before he got through the great gap,I,constituentboundary,I_ain't_constituentboundary,PronounPersonal,ConstituentBoundary,PronounPersonal_ain't_ConstituentBoundary,,,,,,,,,,,,,,,,,,,,,,you,might,send,me,word,uncle,dan,ahead,so,that,he,can't,waylay,me,i'll,do,that,very,thing,said,the,old,man,seriously,i,was,joking,uncle,dan,but,i,ain't ,the,matter,was,out,of,hale's,head,before,he,got,through,the,great,gap,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3744-177438-0021,21,1,1,who's rupe collins who is he echoed the fat faced boy incredulously say ain't you got any sense what say wouldn't you be just as happy if you had some sense,you,got,you_ain't_got,PronounPersonal,VerbPastParticiple,PronounPersonal_ain't_VerbPastParticiple,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,who's,rupe,collins,who,is,he,echoed,the,fat,faced,boy,incredulously,say,ain't ,you,got,any,sense,what,say,wouldn't,you,be,just,as,happy,if,you,had,some,sense,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3744-177438-0026,26,1,1,yes he said feebly drawing back my name's penrod schofield then i reckon your father and mother ain't got good sense said mister collins promptly this also being formula why cause if they had they'd of give you a good name,mother,got,mother_ain't_got,Noun,VerbPastParticiple,Noun_ain't_VerbPastParticiple,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,he,said,feebly,drawing,back,my,name's,penrod,schofield,then,i,reckon,your,father,and,mother,ain't ,got,good,sense,said,mister,collins,promptly,this,also,being,formula,why,cause,if,they,had,they'd,of,give,you,a,good,name,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3744-178590-0018,18,1,1,and i bet it ain't good for him come on said penrod closing the door that gave entrance to the stalls we got to get this horse some drinkin' water and some good food they tried whitey's appetite first with an autumnal branch that they wrenched from a hardy maple in the yard,it,good,it_ain't_good,PronounPersonal,Adjective,PronounPersonal_ain't_Adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,and,i,bet,it,ain't ,good,for,him,come,on,said,penrod,closing,the,door,that,gave,entrance,to,the,stalls,we,got,to,get,this,horse,some,drinkin',water,and,some,good,food,they,tried,whitey's,appetite,first,with,an,autumnal,branch,that,they,wrenched,from,a,hardy,maple,in,the,yard,,,,,,,,,,,,
3744-178590-0023,23,1,1,yes i will sam returned bitterly then as whitey had dragged the remains of the branch from the manger to the floor of the stall sam scrambled to the top of the manger and looked over there ain't much left to take away he's swallered it all except some splinters,there,much,there_ain't_much,PronounNonReferential,PronounIndefinite,PronounNonReferential_ain't_PronounIndefinite,,,,,,,,,,,,,,,,yes,i,will,sam,returned,bitterly,then,as,whitey,had,dragged,the,remains,of,the,branch,from,the,manger,to,the,floor,of,the,stall,sam,scrambled,to,the,top,of,the,manger,and,looked,over,there,ain't ,much,left,to,take,away,he's,swallered,it,all,except,some,splinters,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
377-129292-0029,29,1,1,but very neat and nicely made ingenious workman ain't he oliver very indeed sir said oliver at which mister charles bates laughed uproariously,he,constituentboundary,he_ain't_constituentboundary,PronounPersonal,ConstituentBoundary,PronounPersonal_ain't_ConstituentBoundary,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,but,very,neat,and,nicely,made,ingenious,workman,ain't ,he,oliver,very,indeed,sir,said,oliver,at,which,mister,charles,bates,laughed,uproariously,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3780-177784-0017,17,1,1,what's these places ain't they dark these are arbours where we as shrimps and tea i'll take you next saturday if you'll come a noisy band of young men followed by three or four girls ran across the bridge,they,dark,they_ain't_dark,PronounPersonal,Adjective,PronounPersonal_ain't_Adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,what's,these,places,ain't ,they,dark,these,are,arbours,where,we,as,shrimps,and,tea,i'll,take,you,next,saturday,if,you'll,come,a,noisy,band,of,young,men,followed,by,three,or,four,girls,ran,across,the,bridge,,,,,,,,,,,,,,,,,,,,,,,,,
3780-177788-0006,6,1,1,that my esther ain't a bad girl missus saunders sat nodding her head a sweet uncritical mother and esther understood how unselfishly her mother loved her and how simply she thought of how,Esther,girl,Esther_ain't_girl,Noun,Noun,Noun_ain't_Noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,that,my,esther,ain't ,a,bad,girl,missus,saunders,sat,nodding,her,head,a,sweet,uncritical,mother,and,esther,understood,how,unselfishly,her,mother,loved,her,and,how,simply,she,thought,of,how,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3783-176659-0009,9,1,1,and the grizzled judge was speaking angrily this is the third time you've had this trial postponed because you hain't got no lawyer i ain't goin to put it off have you got you a lawyer now yes jedge said the defendant,I,put,I_ain't_put,PronounPersonal,VerbBase,PronounPersonal_ain't_VerbBase,,,,,,,,,,,,,,,,,,,,,,,,,,,,,and,the,grizzled,judge,was,speaking,angrily,this,is,the,third,time,you've,had,this,trial,postponed,because,you,hain't,got,no,lawyer,i,ain't ,goin,to,put,it,off,have,you,got,you,a,lawyer,now,yes,jedge,said,the,defendant,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3783-176659-0015,15,1,1,why don't somebody shoot he asked sarcastically you're a purty set o fools ain't you,you,constituentboundary,you_ain't_constituentboundary,PronounPersonal,ConstituentBoundary,PronounPersonal_ain't_ConstituentBoundary,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,why,don't,somebody,shoot,he,asked,sarcastically,you're,a,purty,set,o,fools,ain't ,you,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3783-176659-0026,26,1,1,and one of the boys ran his eyes up boot and leg and if they were lifted higher hale could not tell whar'd you git him he squeaked the girl turned her head as the mule broke into a trot ain't got time to tell they are my cousins explained the girl,constituentboundary,got,constituentboundary_ain't_got,ConstituentBoundary,VerbPastParticiple,ConstituentBoundary_ain't_VerbPastParticiple,,,,,,,,,,,,,and,one,of,the,boys,ran,his,eyes,up,boot,and,leg,and,if,they,were,lifted,higher,hale,could,not,tell,whar'd,you,git,him,he,squeaked,the,girl,turned,her,head,as,the,mule,broke,into,a,trot,ain't ,got,time,to,tell,they,are,my,cousins,explained,the,girl,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3783-176659-0044,44,1,1,maybe i am my name's hale the girl laughed well if this ain't the beatenest i've heerd june talk about you,this,beatenest,this_ain't_beatenest,PronounDemonstrative,Adjective,PronounDemonstrative_ain't_Adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,maybe,i,am,my,name's,hale,the,girl,laughed,well,if,this,ain't ,the,beatenest,i've,heerd,june,talk,about,you,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3783-176659-0045,45,1,1,i reckon we'll see dave purty soon if this ain't the beatenest she repeated and she laughed again as she always did laugh it seemed to hale when there was any prospect of getting him into trouble,this,beatenest,this_ain't_beatenest,PronounDemonstrative,Adjective,PronounDemonstrative_ain't_Adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,i,reckon,we'll,see,dave,purty,soon,if,this,ain't ,the,beatenest,she,repeated,and,she,laughed,again,as,she,always,did,laugh,it,seemed,to,hale,when,there,was,any,prospect,of,getting,him,into,trouble,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3783-176659-0059,59,1,1,whar again the temptation was too great talking to the falin who started the row this time the red fox wheeled sharply and his pale blue eyes filled with suspicion i keeps friends with both sides he said ain't many folks can do that i reckon not,folks,do,folks_ain't_do,Noun,VerbBase,Noun_ain't_VerbBase,,,,,,,,,,,,,,,whar,again,the,temptation,was,too,great,talking,to,the,falin,who,started,the,row,this,time,the,red,fox,wheeled,sharply,and,his,pale,blue,eyes,filled,with,suspicion,i,keeps,friends,with,both,sides,he,said,ain't ,many,folks,can,do,that,i,reckon,not,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3792-176660-0013,13,1,1,you told her you was comin back an ever'body told her you wasn't but that leetle gal al'ays said she knowed you was because you said you was she's growed some an if she ain't purty well i'd tell a man,she,purty,she_ain't_purty,PronounPersonal,Adjective,PronounPersonal_ain't_Adjective,,,,,,,,,,,,,,,,,,,you,told,her,you,was,comin,back,an,ever'body,told,her,you,wasn't,but,that,leetle,gal,al'ays,said,she,knowed,you,was,because,you,said,you,was,she's,growed,some,an,if,she,ain't ,purty,well,i'd,tell,a,man,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3792-176660-0026,26,1,1,i got to get on back home said june rising no you ain't i bet you got dinner fer yo step mammy afore you left an i jes know you was aimin to take a snack with me an ole hon the little girl hesitated,you,constituentboundary,you_ain't_constituentboundary,PronounPersonal,ConstituentBoundary,PronounPersonal_ain't_ConstituentBoundary,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,i,got,to,get,on,back,home,said,june,rising,no,you,ain't ,i,bet,you,got,dinner,fer,yo,step,mammy,afore,you,left,an,i,jes,know,you,was,aimin,to,take,a,snack,with,me,an,ole,hon,the,little,girl,hesitated,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3792-176660-0037,37,1,1,he ain't come back hyeh jes fer coal said ole hon shucks said uncle billy you women folks can't think bout nothin cept one thing he's too old fer her,he,come,he_ain't_come,PronounPersonal,VerbBase,PronounPersonal_ain't_VerbBase,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,he,ain't ,come,back,hyeh,jes,fer,coal,said,ole,hon,shucks,said,uncle,billy,you,women,folks,can't,think,bout,nothin,cept,one,thing,he's,too,old,fer,her,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3792-176660-0042,42,1,1,but she isn't as nice as you are he added quickly and the girl's quivering mouth steadied the tears stopped in her vexed dark eyes and she lifted them to him at last she ain't,she,constituentboundary,she_ain't_constituentboundary,PronounPersonal,ConstituentBoundary,PronounPersonal_ain't_ConstituentBoundary,,,,,,,,,,,,,,,,,,,but,she,isn't,as,nice,as,you,are,he,added,quickly,and,the,girl's,quivering,mouth,steadied,the,tears,stopped,in,her,vexed,dark,eyes,and,she,lifted,them,to,him,at,last,she,ain't,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3792-176660-0043,43,1,1,no indeed she ain't for a while they rode along again in silence june no longer avoided his eyes now and the unspoken question in her own presently came out,she,constituentboundary,she_ain't_constituentboundary,PronounPersonal,ConstituentBoundary,PronounPersonal_ain't_ConstituentBoundary,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no,indeed,she,ain't ,for,a,while,they,rode,along,again,in,silence,june,no,longer,avoided,his,eyes,now,and,the,unspoken,question,in,her,own,presently,came,out,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
380-129064-0056,56,1,1,he ain't got manners but there's something about him and thus captain bragg showed that he possessed discrimination as a man as well as ability as a commander but a calm taking place when the ramchunder was within ten days sail of england,he,got,he_ain't_got,PronounPersonal,VerbPastParticiple,PronounPersonal_ain't_VerbPastParticiple,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,he,ain't ,got,manners,but,there's,something,about,him,and,thus,captain,bragg,showed,that,he,possessed,discrimination,as,a,man,as,well,as,ability,as,a,commander,but,a,calm,taking,place,when,the,ramchunder,was,within,ten,days,sail,of,england,,,,,,,,,,,,,,,,,,,
3807-4923-0032,32,1,1,come come sir returned the soldier sulkily this ain't the time to bully and as for mutiny why one man's about as good as another just now this speech from the lips of a man who,this,time,this_ain't_time,PronounDemonstrative,Noun,PronounDemonstrative_ain't_Noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,come,come,sir,returned,the,soldier,sulkily,this,ain't ,the,time,to,bully,and,as,for,mutiny,why,one,man's,about,as,good,as,another,just,now,this,speech,from,the,lips,of,a,man,who,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3819-134146-0058,58,1,1,put him to bed at once and give him a cooling draught i ain't been dreaming his exalted fatness remonstrated as the professor led him away bad grammar sir,I,dreaming,I_ain't_dreaming,PronounPersonal,VerbPresentParticiple,PronounPersonal_ain't_VerbPresentParticiple,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,put,him,to,bed,at,once,and,give,him,a,cooling,draught,i,ain't ,been,dreaming,his,exalted,fatness,remonstrated,as,the,professor,led,him,away,bad,grammar,sir,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3843-176663-0035,35,1,1,i've come over to take ye home you oughter be ashamed o yourself she said hotly and she turned to go back into the house oh you ain't ready now well git ready an we'll start in the mornin i'll be aroun fer ye,you,ready,you_ain't_ready,PronounPersonal,Adjective,PronounPersonal_ain't_Adjective,,,,,,,,,,,,,,,,,,,,,,,,,,i've,come,over,to,take,ye,home,you,oughter,be,ashamed,o,yourself,she,said,hotly,and,she,turned,to,go,back,into,the,house,oh,you,ain't ,ready,now,well,git,ready,an,we'll,start,in,the,mornin,i'll,be,aroun,fer,ye,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3843-176666-0064,64,1,1,why ye ain't a bit changed i knowed ye wasn't goin to put on no airs like dave thar said she turned on dave who with a surly shrug wheeled and went back into the store uncle billy was going home come down to see us right away now he called back,ye,changed,ye_ain't_changed,PronounPersonal,VerbPastParticiple,PronounPersonal_ain't_VerbPastParticiple,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,why,ye,ain't ,a,bit,changed,i,knowed,ye,wasn't,goin,to,put,on,no,airs,like,dave,thar,said,she,turned,on,dave,who,with,a,surly,shrug,wheeled,and,went,back,into,the,store,uncle,billy,was,going,home,come,down,to,see,us,right,away,now,he,called,back,,,,,,,,,,,
3853-163249-0033,33,1,1,no he ain't it's a trainer added ann lizy,he,constituentboundary,he_ain't_constituentboundary,PronounPersonal,ConstituentBoundary,PronounPersonal_ain't_ConstituentBoundary,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no,he,ain't ,it's,a,trainer,added,ann,lizy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3864-185126-0022,22,1,1,though exactly what he meant by that remark i did not gather they ain't got no sense he declared and what sense they has got don't do em no good i told him finally that i was from the north oh i knows it he exclaimed i knows it,they,got,they_ain't_got,PronounPersonal,VerbPastParticiple,PronounPersonal_ain't_VerbPastParticiple,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,though,exactly,what,he,meant,by,that,remark,i,did,not,gather,they,ain't ,got,no,sense,he,declared,and,what,sense,they,has,got,don't,do,em,no,good,i,told,him,finally,that,i,was,from,the,north,oh,i,knows,it,he,exclaimed,i,knows,it,,,,,,,,,,,,,,,,,,,,,,,,,
3864-185126-0045,45,1,1,as i saw more of him i ain't de boss but i's got right smart to say,I,boss,I_ain't_boss,PronounPersonal,Noun,PronounPersonal_ain't_Noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,as,i,saw,more,of,him,i,ain't ,de,boss,but,i's,got,right,smart,to,say,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
392-131210-0011,11,1,1,it ud be only a devil as would hurt him and there ain't so many o them as some folk ud have you believe a boy o diamond's size as can arness a oss t'other diamond's size and put him to right as a trivet,there,many,there_ain't_many,PronounNonReferential,PronounIndefinite,PronounNonReferential_ain't_PronounIndefinite,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,it,ud,be,only,a,devil,as,would,hurt,him,and,there,ain't ,so,many,o,them,as,some,folk,ud,have,you,believe,a,boy,o,diamond's,size,as,can,arness,a,oss,t'other,diamond's,size,and,put,him,to,right,as,a,trivet,,,,,,,,,,,,,,,,,,,,,,,,,,,,
392-131210-0017,17,1,1,as the men arrived they all greeted him kindly and inquired after his father ain't you afraid of the old oss running away with you asked one no he wouldn't run away with me,you,afraid,you_ain't_afraid,PronounPersonal,Adjective,PronounPersonal_ain't_Adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,as,the,men,arrived,they,all,greeted,him,kindly,and,inquired,after,his,father,ain't ,you,afraid,of,the,old,oss,running,away,with,you,asked,one,no,he,wouldn't,run,away,with,me,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
392-131210-0022,22,2,2,just as well i daresay you're a pair of em but you are a rum un for a cabby ain't you now said the policeman i don't know as i ought to let you go i ain't done nothing,you,constituentboundary,you_ain't_constituentboundary,PronounPersonal,ConstituentBoundary,PronounPersonal_ain't_ConstituentBoundary,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,just,as,well,i,daresay,you're,a,pair,of,em,but,you,are,a,rum,un,for,a,cabby,ain't ,you,now,said,the,policeman,i,don't,know,as,i,ought,to,let,you,go,i,ain't,done,nothing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
392-131210-0022,22,2,2,just as well i daresay you're a pair of em but you are a rum un for a cabby ain't you now said the policeman i don't know as i ought to let you go i ain't done nothing,I,done,I_ain't_done,PronounPersonal,VerbPastParticiple,PronounPersonal_ain't_VerbPastParticiple,,,,,,,,,,,,,,,,,just,as,well,i,daresay,you're,a,pair,of,em,but,you,are,a,rum,un,for,a,cabby,ain't,you,now,said,the,policeman,i,don't,know,as,i,ought,to,let,you,go,i,ain't ,done,nothing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
392-131210-0023,23,1,1,said diamond it's not my fault i'm no bigger i'm big enough for my age that's where it is said the man you ain't fit how do you know that asked diamond with his usual smile,you,fit,you_ain't_fit,PronounPersonal,Adjective,PronounPersonal_ain't_Adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,said,diamond,it's,not,my,fault,i'm,no,bigger,i'm,big,enough,for,my,age,that's,where,it,is,said,the,man,you,ain't ,fit,how,do,you,know,that,asked,diamond,with,his,usual,smile,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
